ID RẠP;ID CINEMA;TIME;ID MOVIE
4;16;13/04/2023 12:44:00;1
5;17;13/04/2023 13:14:00;2
5;18;13/04/2023 14:04:00;6
5;19;13/04/2023 12:47:00;4
5;20;13/04/2023 13:02:00;3
1;5;13/04/2023 15:55:00;1
1;6;13/04/2023 14:35:00;4
1;7;13/04/2023 15:36:00;6
1;8;13/04/2023 13:54:00;4
2;1;13/04/2023 19:22:00;5
2;2;13/04/2023 17:05:00;8
2;3;13/04/2023 15:57:00;8
2;4;13/04/2023 15:29:00;5
3;9;13/04/2023 15:56:00;7
3;10;13/04/2023 19:38:00;6
3;11;13/04/2023 16:36:00;3
3;12;13/04/2023 17:22:00;2
4;13;13/04/2023 17:02:00;5
4;14;13/04/2023 17:14:00;5
4;15;13/04/2023 16:48:00;1
4;16;13/04/2023 15:24:00;2
5;17;13/04/2023 15:34:00;1
5;18;13/04/2023 16:53:00;1
5;19;13/04/2023 14:33:00;2
5;20;13/04/2023 15:29:00;2
1;5;13/04/2023 18:35:00;2
1;6;13/04/2023 16:21:00;3
1;7;13/04/2023 18:25:00;6
1;8;13/04/2023 15:40:00;1
2;1;13/04/2023 23:04:00;8
2;2;13/04/2023 19:27:00;2
2;3;13/04/2023 18:19:00;3
2;4;13/04/2023 19:11:00;8
3;9;13/04/2023 18:30:00;8
3;10;13/04/2023 22:27:00;8
3;11;13/04/2023 19:03:00;4
3;12;13/04/2023 19:42:00;2
4;13;13/04/2023 20:44:00;1
4;14;13/04/2023 20:56:00;3
4;15;13/04/2023 19:28:00;6
4;16;13/04/2023 17:44:00;4
5;17;13/04/2023 18:14:00;2
5;18;13/04/2023 19:33:00;2
5;19;13/04/2023 16:53:00;6
5;20;13/04/2023 17:49:00;6
1;5;13/04/2023 20:55:00;1
1;6;13/04/2023 18:48:00;5
1;7;13/04/2023 21:14:00;2
1;8;13/04/2023 18:20:00;3
2;1;14/04/2023 08:00:00;3
2;2;13/04/2023 21:47:00;1
2;3;13/04/2023 20:46:00;1
2;4;13/04/2023 21:33:00;5
3;9;13/04/2023 20:52:00;8
3;10;14/04/2023 08:00:00;7
3;11;13/04/2023 20:49:00;8
3;12;13/04/2023 22:02:00;2
4;13;13/04/2023 23:24:00;3
4;14;13/04/2023 23:23:00;6
4;15;13/04/2023 22:17:00;1
4;16;13/04/2023 19:30:00;2
5;17;13/04/2023 20:34:00;8
5;18;13/04/2023 21:53:00;7
5;19;13/04/2023 19:42:00;1
5;20;13/04/2023 20:38:00;7
1;5;13/04/2023 23:35:00;1
1;6;13/04/2023 22:30:00;6
1;7;13/04/2023 23:34:00;4
1;8;13/04/2023 20:47:00;1
2;1;14/04/2023 10:27:00;3
2;2;14/04/2023 08:00:00;1
2;3;13/04/2023 23:26:00;3
2;4;14/04/2023 08:00:00;2
3;9;13/04/2023 23:14:00;3
3;10;14/04/2023 10:34:00;4
3;11;13/04/2023 23:11:00;2
3;12;14/04/2023 08:00:00;5
4;13;14/04/2023 08:00:00;7
4;14;14/04/2023 08:00:00;7
4;15;14/04/2023 08:00:00;4
4;16;13/04/2023 21:50:00;2
5;17;13/04/2023 22:56:00;2
5;18;14/04/2023 08:00:00;8
5;19;13/04/2023 22:22:00;7
5;20;13/04/2023 23:12:00;2
1;5;14/04/2023 08:00:00;6
1;6;14/04/2023 08:00:00;6
1;7;14/04/2023 08:00:00;2
1;8;13/04/2023 23:27:00;7
2;1;14/04/2023 12:54:00;8
2;2;14/04/2023 10:40:00;5
2;3;14/04/2023 08:00:00;7
2;4;14/04/2023 10:20:00;4
3;9;14/04/2023 08:00:00;3
3;10;14/04/2023 12:20:00;7
3;11;14/04/2023 08:00:00;7
3;12;14/04/2023 11:42:00;1
4;13;14/04/2023 10:34:00;3
4;14;14/04/2023 10:34:00;3
4;15;14/04/2023 09:46:00;5
4;16;14/04/2023 08:00:00;8
5;17;14/04/2023 08:00:00;8
5;18;14/04/2023 10:22:00;7
5;19;14/04/2023 08:00:00;2
5;20;14/04/2023 08:00:00;1
1;5;14/04/2023 10:49:00;3
1;6;14/04/2023 10:49:00;3
1;7;14/04/2023 10:20:00;3
1;8;14/04/2023 08:00:00;8
2;1;14/04/2023 15:16:00;3
2;2;14/04/2023 14:22:00;1
2;3;14/04/2023 10:34:00;7
2;4;14/04/2023 12:06:00;7
3;9;14/04/2023 10:27:00;2
3;10;14/04/2023 14:54:00;3
3;11;14/04/2023 10:34:00;6
3;12;14/04/2023 14:22:00;1
4;13;14/04/2023 13:01:00;6
4;14;14/04/2023 13:01:00;2
4;15;14/04/2023 13:28:00;3
4;16;14/04/2023 10:22:00;6
5;17;14/04/2023 10:22:00;2
5;18;14/04/2023 12:56:00;4
5;19;14/04/2023 10:20:00;3
5;20;14/04/2023 10:40:00;8
1;5;14/04/2023 13:16:00;3
1;6;14/04/2023 13:16:00;6
1;7;14/04/2023 12:47:00;4
1;8;14/04/2023 10:22:00;8
2;1;14/04/2023 17:43:00;4
2;2;14/04/2023 17:02:00;1
2;3;14/04/2023 13:08:00;1
2;4;14/04/2023 14:40:00;2
3;9;14/04/2023 12:47:00;6
3;10;14/04/2023 17:21:00;2
3;11;14/04/2023 13:23:00;7
3;12;14/04/2023 17:02:00;5
4;13;14/04/2023 15:50:00;5
4;14;14/04/2023 15:21:00;2
4;15;14/04/2023 15:55:00;5
4;16;14/04/2023 13:11:00;8
5;17;14/04/2023 12:42:00;2
5;18;14/04/2023 14:42:00;4
5;19;14/04/2023 12:47:00;8
5;20;14/04/2023 13:02:00;7
1;5;14/04/2023 15:43:00;8
1;6;14/04/2023 16:05:00;1
1;7;14/04/2023 14:33:00;5
1;8;14/04/2023 12:44:00;5
2;1;14/04/2023 19:29:00;1
2;2;14/04/2023 19:42:00;6
2;3;14/04/2023 15:48:00;8
2;4;14/04/2023 17:00:00;6
3;9;14/04/2023 15:36:00;1
3;10;14/04/2023 19:41:00;2
3;11;14/04/2023 15:57:00;2
3;12;14/04/2023 20:44:00;6
4;13;14/04/2023 19:32:00;7
4;14;14/04/2023 17:41:00;3
4;15;14/04/2023 19:37:00;2
4;16;14/04/2023 15:33:00;2
5;17;14/04/2023 15:02:00;8
5;18;14/04/2023 16:28:00;6
5;19;14/04/2023 15:09:00;4
5;20;14/04/2023 15:36:00;2
1;5;14/04/2023 18:05:00;4
1;6;14/04/2023 18:45:00;8
1;7;14/04/2023 18:15:00;5
1;8;14/04/2023 16:26:00;5
2;1;14/04/2023 22:09:00;8
2;2;14/04/2023 22:31:00;3
2;3;14/04/2023 18:10:00;7
2;4;14/04/2023 19:49:00;8
3;9;14/04/2023 18:16:00;5
3;10;14/04/2023 22:01:00;3
3;11;14/04/2023 18:17:00;5
3;12;14/04/2023 23:33:00;2
4;13;14/04/2023 22:06:00;5
4;14;14/04/2023 20:08:00;8
4;15;14/04/2023 21:57:00;1
4;16;14/04/2023 17:53:00;4
5;17;14/04/2023 17:24:00;8
5;18;14/04/2023 19:17:00;8
5;19;14/04/2023 16:55:00;4
5;20;14/04/2023 17:56:00;2
1;5;14/04/2023 19:51:00;5
1;6;14/04/2023 21:07:00;6
1;7;14/04/2023 21:57:00;2
1;8;14/04/2023 20:08:00;1
2;1;15/04/2023 08:00:00;6
2;2;15/04/2023 08:00:00;1
2;3;14/04/2023 20:44:00;4
2;4;14/04/2023 22:11:00;8
3;9;14/04/2023 21:58:00;5
3;10;15/04/2023 08:00:00;3
3;11;14/04/2023 21:59:00;4
3;12;15/04/2023 08:00:00;4
4;13;15/04/2023 08:00:00;4
4;14;14/04/2023 22:30:00;7
4;15;15/04/2023 08:00:00;7
4;16;14/04/2023 19:39:00;4
5;17;14/04/2023 19:46:00;2
5;18;14/04/2023 21:39:00;6
5;19;14/04/2023 18:41:00;3
5;20;14/04/2023 20:16:00;8
1;5;14/04/2023 23:33:00;8
1;6;14/04/2023 23:56:00;8
1;7;15/04/2023 08:00:00;3
1;8;14/04/2023 22:48:00;7
2;1;15/04/2023 10:49:00;4
2;2;15/04/2023 10:40:00;5
2;3;14/04/2023 22:30:00;4
2;4;15/04/2023 08:00:00;8
3;9;15/04/2023 08:00:00;6
3;10;15/04/2023 10:27:00;3
3;11;14/04/2023 23:45:00;2
3;12;15/04/2023 09:46:00;5
4;13;15/04/2023 09:46:00;8
4;14;15/04/2023 08:00:00;4
4;15;15/04/2023 10:34:00;2
4;16;14/04/2023 21:25:00;6
5;17;14/04/2023 22:06:00;2
5;18;15/04/2023 08:00:00;6
5;19;14/04/2023 21:08:00;5
5;20;14/04/2023 22:38:00;2
1;5;15/04/2023 08:00:00;4
1;6;15/04/2023 08:00:00;2
1;7;15/04/2023 10:27:00;1
1;8;15/04/2023 08:00:00;8
2;1;15/04/2023 12:35:00;7
2;2;15/04/2023 14:22:00;7
2;3;15/04/2023 08:00:00;4
2;4;15/04/2023 10:22:00;7
3;9;15/04/2023 10:49:00;3
3;10;15/04/2023 12:54:00;2
3;11;15/04/2023 08:00:00;5
3;12;15/04/2023 13:28:00;7
4;13;15/04/2023 12:08:00;6
4;14;15/04/2023 09:46:00;1
4;15;15/04/2023 12:54:00;2
4;16;15/04/2023 08:00:00;2
5;17;15/04/2023 08:00:00;7
5;18;15/04/2023 10:49:00;8
5;19;15/04/2023 08:00:00;7
5;20;15/04/2023 08:00:00;8
1;5;15/04/2023 09:46:00;7
1;6;15/04/2023 10:20:00;7
1;7;15/04/2023 13:07:00;3
1;8;15/04/2023 10:22:00;3
2;1;15/04/2023 15:09:00;8
2;2;15/04/2023 16:56:00;6
2;3;15/04/2023 09:46:00;8
2;4;15/04/2023 12:56:00;6
3;9;15/04/2023 13:16:00;2
3;10;15/04/2023 15:14:00;4
3;11;15/04/2023 11:42:00;3
3;12;15/04/2023 16:02:00;3
4;13;15/04/2023 14:57:00;1
4;14;15/04/2023 12:26:00;5
4;15;15/04/2023 15:14:00;3
4;16;15/04/2023 10:20:00;4
5;17;15/04/2023 10:34:00;7
5;18;15/04/2023 13:11:00;7
5;19;15/04/2023 10:34:00;7
5;20;15/04/2023 10:22:00;8
1;5;15/04/2023 12:20:00;6
1;6;15/04/2023 12:54:00;8
1;7;15/04/2023 15:34:00;5
1;8;15/04/2023 12:49:00;4
2;1;15/04/2023 17:31:00;1
2;2;15/04/2023 19:45:00;4
2;3;15/04/2023 12:08:00;5
2;4;15/04/2023 15:45:00;3
3;9;15/04/2023 15:36:00;8
3;10;15/04/2023 17:00:00;8
3;11;15/04/2023 14:09:00;5
3;12;15/04/2023 18:29:00;1
4;13;15/04/2023 17:37:00;2
4;14;15/04/2023 16:08:00;6
4;15;15/04/2023 17:41:00;4
4;16;15/04/2023 12:06:00;7
5;17;15/04/2023 13:08:00;5
5;18;15/04/2023 15:45:00;3
5;19;15/04/2023 13:08:00;2
5;20;15/04/2023 12:44:00;6
1;5;15/04/2023 15:09:00;8
1;6;15/04/2023 15:16:00;4
1;7;15/04/2023 19:16:00;1
1;8;15/04/2023 14:35:00;8
2;1;15/04/2023 20:11:00;5
2;2;15/04/2023 21:31:00;2
2;3;15/04/2023 15:50:00;5
2;4;15/04/2023 18:12:00;5
3;9;15/04/2023 17:58:00;3
3;10;15/04/2023 19:22:00;2
3;11;15/04/2023 17:51:00;6
3;12;15/04/2023 21:09:00;6
4;13;15/04/2023 19:57:00;4
4;14;15/04/2023 18:57:00;7
4;15;15/04/2023 19:27:00;7
4;16;15/04/2023 14:40:00;5
5;17;15/04/2023 16:50:00;7
5;18;15/04/2023 18:12:00;6
5;19;15/04/2023 15:28:00;6
5;20;15/04/2023 15:33:00;3
1;5;15/04/2023 17:31:00;7
1;6;15/04/2023 17:02:00;2
1;7;15/04/2023 21:56:00;5
1;8;15/04/2023 16:57:00;4
2;1;15/04/2023 23:53:00;8
2;2;15/04/2023 23:51:00;5
2;3;15/04/2023 19:32:00;2
2;4;15/04/2023 21:54:00;7
3;9;15/04/2023 20:25:00;5
3;10;15/04/2023 21:42:00;4
3;11;15/04/2023 20:40:00;6
3;12;15/04/2023 23:58:00;1
4;13;15/04/2023 21:43:00;4
4;14;15/04/2023 21:31:00;7
4;15;15/04/2023 22:01:00;8
4;16;15/04/2023 18:22:00;2
5;17;15/04/2023 19:24:00;2
5;18;15/04/2023 21:01:00;6
5;19;15/04/2023 18:17:00;3
5;20;15/04/2023 18:00:00;5
1;5;15/04/2023 20:05:00;1
1;6;15/04/2023 19:22:00;4
1;7;16/04/2023 08:00:00;4
1;8;15/04/2023 18:43:00;6
2;1;16/04/2023 08:00:00;3
2;2;16/04/2023 08:00:00;1
2;3;15/04/2023 21:52:00;3
2;4;16/04/2023 08:00:00;6
3;9;16/04/2023 08:00:00;2
3;10;15/04/2023 23:28:00;4
3;11;15/04/2023 23:29:00;2
3;12;16/04/2023 08:00:00;5
4;13;15/04/2023 23:29:00;6
4;14;16/04/2023 08:00:00;4
4;15;16/04/2023 08:00:00;8
4;16;15/04/2023 20:42:00;5
5;17;15/04/2023 21:44:00;3
5;18;15/04/2023 23:50:00;1
5;19;15/04/2023 20:44:00;8
5;20;15/04/2023 21:42:00;2
1;5;15/04/2023 22:45:00;3
1;6;15/04/2023 21:08:00;5
1;7;16/04/2023 09:46:00;5
1;8;15/04/2023 21:32:00;6
2;1;16/04/2023 10:27:00;2
2;2;16/04/2023 10:40:00;5
2;3;16/04/2023 08:00:00;8
2;4;16/04/2023 10:49:00;6
3;9;16/04/2023 10:20:00;1
3;10;16/04/2023 08:00:00;8
3;11;16/04/2023 08:00:00;2
3;12;16/04/2023 11:42:00;7
4;13;16/04/2023 08:00:00;4
4;14;16/04/2023 09:46:00;2
4;15;16/04/2023 10:22:00;6
4;16;16/04/2023 08:00:00;7
5;17;16/04/2023 08:00:00;7
5;18;16/04/2023 08:00:00;2
5;19;15/04/2023 23:06:00;6
5;20;16/04/2023 08:00:00;4
1;5;16/04/2023 08:00:00;3
1;6;16/04/2023 08:00:00;4
1;7;16/04/2023 13:28:00;2
1;8;16/04/2023 08:00:00;7
2;1;16/04/2023 12:47:00;3
2;2;16/04/2023 14:22:00;5
2;3;16/04/2023 10:22:00;1
2;4;16/04/2023 13:38:00;2
3;9;16/04/2023 13:00:00;7
3;10;16/04/2023 10:22:00;5
3;11;16/04/2023 10:20:00;3
3;12;16/04/2023 14:16:00;6
4;13;16/04/2023 09:46:00;2
4;14;16/04/2023 12:06:00;5
4;15;16/04/2023 13:11:00;2
4;16;16/04/2023 10:34:00;2
5;17;16/04/2023 10:34:00;6
5;18;16/04/2023 10:20:00;2
5;19;16/04/2023 08:00:00;2
5;20;16/04/2023 09:46:00;4
1;5;16/04/2023 10:27:00;5
1;6;16/04/2023 09:46:00;1
1;7;16/04/2023 15:48:00;2
1;8;16/04/2023 10:34:00;1
2;1;16/04/2023 15:14:00;1
2;2;16/04/2023 18:04:00;7
2;3;16/04/2023 13:02:00;8
2;4;16/04/2023 15:58:00;5
3;9;16/04/2023 15:34:00;8
3;10;16/04/2023 14:04:00;7
3;11;16/04/2023 12:47:00;2
3;12;16/04/2023 17:05:00;5
4;13;16/04/2023 12:06:00;3
4;14;16/04/2023 15:48:00;8
4;15;16/04/2023 15:31:00;4
4;16;16/04/2023 12:54:00;2
5;17;16/04/2023 13:23:00;3
5;18;16/04/2023 12:40:00;8
5;19;16/04/2023 10:20:00;4
5;20;16/04/2023 11:32:00;5
1;5;16/04/2023 14:09:00;4
1;6;16/04/2023 12:26:00;7
1;7;16/04/2023 18:08:00;3
1;8;16/04/2023 13:14:00;7
2;1;16/04/2023 17:54:00;4
2;2;16/04/2023 20:38:00;1
2;3;16/04/2023 15:24:00;8
2;4;16/04/2023 19:40:00;8
3;9;16/04/2023 17:56:00;6
3;10;16/04/2023 16:38:00;1
3;11;16/04/2023 15:07:00;6
3;12;16/04/2023 20:47:00;3
4;13;16/04/2023 14:33:00;6
4;14;16/04/2023 18:10:00;4
4;15;16/04/2023 17:17:00;1
4;16;16/04/2023 15:14:00;5
5;17;16/04/2023 15:50:00;2
5;18;16/04/2023 15:02:00;5
5;19;16/04/2023 12:06:00;7
5;20;16/04/2023 15:14:00;3
1;5;16/04/2023 15:55:00;4
1;6;16/04/2023 15:00:00;3
1;7;16/04/2023 20:35:00;5
1;8;16/04/2023 15:48:00;8
2;1;16/04/2023 19:40:00;5
2;2;16/04/2023 23:18:00;2
2;3;16/04/2023 17:46:00;5
2;4;16/04/2023 22:02:00;5
3;9;16/04/2023 20:45:00;4
3;10;16/04/2023 19:18:00;8
3;11;16/04/2023 17:56:00;7
3;12;16/04/2023 23:14:00;4
4;13;16/04/2023 17:22:00;3
4;14;16/04/2023 19:56:00;1
4;15;16/04/2023 19:57:00;8
4;16;16/04/2023 18:56:00;7
5;17;16/04/2023 18:10:00;1
5;18;16/04/2023 18:44:00;6
5;19;16/04/2023 14:40:00;4
5;20;16/04/2023 17:41:00;8
1;5;16/04/2023 17:41:00;6
1;6;16/04/2023 17:27:00;6
1;7;17/04/2023 08:00:00;3
1;8;16/04/2023 18:10:00;7
2;1;16/04/2023 23:22:00;4
2;2;17/04/2023 08:00:00;5
2;3;16/04/2023 21:28:00;3
2;4;17/04/2023 08:00:00;8
3;9;16/04/2023 22:31:00;2
3;10;16/04/2023 21:40:00;6
3;11;16/04/2023 20:30:00;3
3;12;17/04/2023 08:00:00;2
4;13;16/04/2023 19:49:00;2
4;14;16/04/2023 22:36:00;8
4;15;16/04/2023 22:19:00;7
4;16;16/04/2023 21:30:00;5
5;17;16/04/2023 20:50:00;5
5;18;16/04/2023 21:33:00;4
5;19;16/04/2023 16:26:00;7
5;20;16/04/2023 20:03:00;4
1;5;16/04/2023 20:30:00;8
1;6;16/04/2023 20:16:00;1
1;7;17/04/2023 10:27:00;5
1;8;16/04/2023 20:44:00;5
2;1;17/04/2023 08:00:00;5
2;2;17/04/2023 11:42:00;2
2;3;16/04/2023 23:55:00;3
2;4;17/04/2023 10:22:00;4
3;9;17/04/2023 08:00:00;1
3;10;17/04/2023 08:00:00;6
3;11;16/04/2023 22:57:00;2
3;12;17/04/2023 10:20:00;2
4;13;16/04/2023 22:09:00;2
4;14;17/04/2023 08:00:00;7
4;15;17/04/2023 08:00:00;5
4;16;17/04/2023 08:00:00;3
5;17;17/04/2023 08:00:00;6
5;18;16/04/2023 23:19:00;5
5;19;16/04/2023 19:00:00;8
5;20;16/04/2023 21:49:00;3
1;5;16/04/2023 22:52:00;7
1;6;16/04/2023 22:56:00;2
1;7;17/04/2023 14:09:00;6
1;8;17/04/2023 08:00:00;5
2;1;17/04/2023 11:42:00;5
2;2;17/04/2023 14:02:00;3
2;3;17/04/2023 08:00:00;2
2;4;17/04/2023 12:08:00;4
3;9;17/04/2023 10:40:00;6
3;10;17/04/2023 10:49:00;7
3;11;17/04/2023 08:00:00;3
3;12;17/04/2023 12:40:00;7
4;13;17/04/2023 08:00:00;2
4;14;17/04/2023 10:34:00;4
4;15;17/04/2023 11:42:00;8
4;16;17/04/2023 10:27:00;5
5;17;17/04/2023 10:49:00;3
5;18;17/04/2023 08:00:00;3
5;19;16/04/2023 21:22:00;5
5;20;17/04/2023 08:00:00;3
1;5;17/04/2023 08:00:00;7
1;6;17/04/2023 08:00:00;5
1;7;17/04/2023 16:58:00;7
1;8;17/04/2023 11:42:00;8
2;1;17/04/2023 15:24:00;6
2;2;17/04/2023 16:29:00;4
2;3;17/04/2023 10:20:00;1
2;4;17/04/2023 13:54:00;1
3;9;17/04/2023 13:29:00;2
3;10;17/04/2023 13:23:00;2
3;11;17/04/2023 10:27:00;7
3;12;17/04/2023 15:14:00;2
4;13;17/04/2023 10:20:00;2
4;14;17/04/2023 12:20:00;6
4;15;17/04/2023 14:04:00;4
4;16;17/04/2023 14:09:00;5
5;17;17/04/2023 13:16:00;8
5;18;17/04/2023 10:27:00;7
5;19;17/04/2023 08:00:00;3
5;20;17/04/2023 10:27:00;1
1;5;17/04/2023 10:34:00;1
1;6;17/04/2023 11:42:00;1
1;7;17/04/2023 19:32:00;5
1;8;17/04/2023 14:04:00;4
2;1;17/04/2023 18:13:00;5
2;2;17/04/2023 18:15:00;5
2;3;17/04/2023 13:00:00;5
2;4;17/04/2023 16:34:00;1
3;9;17/04/2023 15:49:00;1
3;10;17/04/2023 15:43:00;7
3;11;17/04/2023 13:01:00;6
3;12;17/04/2023 17:34:00;2
4;13;17/04/2023 12:40:00;1
4;14;17/04/2023 15:09:00;3
